Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
72,      Software Engineer AI / ML Platform ,    zerogons services pvt ltd,4 - 10 yrs,,Pune,"Technical: Solution selling knowledge ,  in particular for Big Data ,  AI ,  ML  &  Cloud solutions4-10 years of relevant sales experience  High achieving ,  ambitious ,  and ","Big Data  ,   AI  ,  Software Engineer  ,  promote strong  ,  "
73,      Software Developer ,    HR Jobs Placements,2 - 7 yrs,,"Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Hyderabad/Secunderabad,  Mumbai",Domain  Software Developer    Experience  2 to 6 years    Location   All metro Cities    Package   3 lakh to 10 lakh   JDWork with developers to design algorithms and flowchar,"Software Developer  ,  algorithms   ,  debug   ,  Software Development  ,  software engineer  ,  programmer  ,  developer  ,  associate consultant"
74,"      Production Supervisor ,  Production Manager ,  Production Executive ",    AppSoft Solutions,0 - 3 yrs,₹Rs 3.50 - 6.50 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon","Job Description:Production Supervisor ,  Production Manager ,  Production ExecutiveVery Urgent RequirementResponsibilitiesManage the smooth and efficient manufacturing of good","Production Supervisor  ,   Production Manager   ,  Production Executive  ,  production officer  ,  production incharge  ,  production engineer
 

"
75,"      Design Engineer , Senior Design Engineer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.50 - 6.50 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune","Job descriptionVery Urgent RequirementHere is an exciting opportunity For Design Engineer.Required Candidate profileThinking creatively to produce new ideas , concepts to deve","Sheet Metal  ,  3d Modeling  ,  Solid Modeling  ,  Assembling  ,  Metal Fabrication  ,  Piping  ,  Assembly  ,  Assembly Language  ,  Cam  ,  Cad  ,  Auto-cad"
76,"      Production Supervisor ,  Production Manager ,  Production Executive ",    AppSoft Solutions,0 - 3 yrs,₹Rs 3.50 - 6.50 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune","Job Description:Production Supervisor ,  Production Manager ,  Production ExecutiveVery Urgent RequirementResponsibilitiesManage the smooth and efficient manufacturing of good","Production Supervisor  ,   Production Manager   ,  Production Executive  ,  production officer  ,  production incharge  ,  production engineer
 

"
77,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technology India Pvt Ltd,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWe are looking for a dynamic software engineer to design ,  develop and optimize for performance ,  AI framew","algorithms  ,  c    ,  python  ,  gcc  ,  storage  ,  artificial intelligence  ,  infrastructure  ,  software engineering  ,  software engineer
 

"
78,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technologies,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWe are looking for a dynamic software engineer to design ,  develop and optimize for performance ,  AI framew","algorithms  ,  c    ,  python  ,  gcc  ,  storage  ,  artificial intelligence  ,  infrastructure  ,  software engineering  ,  software engineer
 

"
79,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technologies,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI ","algorithms  ,  c    ,  gcc  ,  storage  ,  artificial intelligence  ,  software engineering  ,  python  ,  infrastructure"
80,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technology India Pvt Ltd,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI ","algorithms  ,  c    ,  gcc  ,  storage  ,  artificial intelligence  ,  software engineering  ,  python  ,  infrastructure"
81,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technologies,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI ","algorithms  ,  c    ,  gcc  ,  storage  ,  artificial intelligence  ,  software engineering  ,  python  ,  infrastructure"
82,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technologies,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI ","algorithms  ,  c    ,  gcc  ,  storage  ,  artificial intelligence  ,  software engineering  ,  python  ,  infrastructure"
83,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technology India Pvt Ltd,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI ","algorithms  ,  c    ,  gcc  ,  storage  ,  artificial intelligence  ,  software engineering  ,  python  ,  infrastructure"
84,AI Software Solutions Engineer  ( AI Frameworks )  ,    Intel Technology India Pvt Ltd,3 - 6 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( AI Frameworks )  Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI ","algorithms  ,  c    ,  gcc  ,  storage  ,  artificial intelligence  ,  software engineering  ,  python  ,  infrastructure"
85,      Telecom Software Engineer ,    HR Jobs Placements,2 - 7 yrs,,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Hyderabad/Secunderabad","Architecting ,  designing  &  implementing telecom software applications.Knowledge of wireline  &  wireless telecom protocols and systems.Good understanding of 3G ,  GPRS ,  G","architecting  ,  Designing Database  ,  3g  ,  gprs  ,  Gsm  ,  Telecom"
86,      Vitis AI Engineer - Vision Accelerator Development ,    Xilinx India Technology Services Pvt Ltd,9 - 12 yrs,,Hyderabad/Secunderabad,"Vitis AI Vision is a library of AIE / HLS / RTL /  IPs and SW IPs which accelerate on FPGA vision algorithms with applications in ML Inference ,  ADAS ,  ISP and other areas.V","algorithms  ,  c    ,  signal processing  ,  compilers  ,  big data  ,  python  ,  c  ,  machine learning"
87,      Vitis AI Engineer - Vision Accelerator Development ,    Xilinx India Technology Services Pvt Ltd,9 - 12 yrs,,Hyderabad/Secunderabad,"At Xilinx ,  we are leading the industry transformation to build an adaptable ,  intelligent world. ARE YOU bold ,  collaborative ,  and creative? We develop leaders and innov","algorithms  ,  c    ,  signal processing  ,  compilers  ,  big data  ,  python  ,  c  ,  machine learning"
88,AI / ML Software Engineer ,    simplecrm,3 - 6 yrs,,"Mumbai,  Delhi,  Delhi/NCR,  Bengaluru / Bangalore",Expectations: The candidate should have a Bachelors / Masters degree in Computer Science Engineering or related field.3  years of overall software development experience and 1,"python  ,  natural language processing  ,  machine learning  ,  artificial neural networks  ,  security  ,  git  ,  web technologies  ,  software engineer  ,  technical skills"
89,      Software Engineer  ( AI / ML )  ,    APPLYCUP HIRING SOLUTIONS LLP,1 - 4 yrs,,Bengaluru / Bangalore,"Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 1 - 4 YearsSkills : AI and MLJob Description :Job description:-Requirements:1-4 Ye","algorithms  ,  python  ,  software engineer  ,  machine learning  ,  artificial intelligence"
90,AI Software Solutions Engineer ,    Intel Technologies,8 - 15 yrs,,Bengaluru / Bangalore,AI Software Solutions Engineer. Job DescriptionIntel DPG AI group focuses on developing disruptive solutions that will shape the future of AI and Deep Learning computing. Led ,"dsp  ,  c    ,  software design  ,  storage  ,  artificial intelligence  ,  git  ,  devops  ,  linux  ,  software engineering  ,  image processing  ,  python  ,  gdb  ,  c   programming  ,  unix"
91,AI Software Solution Engineer ,    Intel Technologies,4 - 7 yrs,,Bengaluru / Bangalore,"AI Software Solution Engineer Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI solutions using Intel","algorithms  ,  cuda  ,  c    ,  artificial intelligence  ,  debugging  ,  software engineering  ,  big data  ,  python  ,  c  ,  problem solving  ,  machine learning"
92,AI  &  ML Engineer ,    HyreFox Consultants,0 - 3 yrs,,Jaipur,Coordinate between Data Scientists and Business AnalystsAutomate infrastructure used by the Data Science teamConvert machine learning models into APIs so that other applicatio,"algorithms  ,  c    ,  artificial intelligence  ,  java  ,  pattern recognition  ,  python  ,  lisp  ,  team player  ,  mining  ,  machine learning  ,  infrastructure"
93,AI Software Solutions Engineer ,    Intel Technology India Pvt Ltd,8 - 15 yrs,,Bengaluru / Bangalore,AI Software Solutions Engineer. Job DescriptionIntel DPG AI group focuses on developing disruptive solutions that will shape the future of AI and Deep Learning computing. Led ,"dsp  ,  c    ,  software design  ,  storage  ,  artificial intelligence  ,  git  ,  devops  ,  linux  ,  software engineering  ,  image processing  ,  python  ,  gdb  ,  c   programming  ,  unix"
94,AI Software Solution Engineer ,    Intel Technology India Pvt Ltd,4 - 7 yrs,,Bengaluru / Bangalore,"AI Software Solution Engineer Job DescriptionWorks with internal engineering teams and external partners ,  customers ,  and ISVs to deliver optimized AI solutions using Intel","algorithms  ,  cuda  ,  c    ,  artificial intelligence  ,  debugging  ,  software engineering  ,  big data  ,  python  ,  c  ,  problem solving  ,  machine learning"
95,      Automation Engineer AI / ML ,    Parallel Wireless,4 - 6 yrs,,Bengaluru / Bangalore,"- Develop automated test cases to test AI applications- Integrate automation test cases with the CI and CD framework- Review software requirements ,  design to create automati","rest api  ,  software requirements  ,  sql  ,  docker  ,  java  ,  linux  ,  telecom  ,  software engineering  ,  perl  ,  python  ,  mobile  ,  team player  ,  infrastructure"
96,AI Software Development Engineer ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,AI Software Development Engineer Job DescriptionBuild framework for supporting secure AI heterogenous workloads  ( GPU   VPU )  on ChromeOS. Framework should dynamically switc,"c    ,  python  ,  c  ,  linux operating system  ,  ubuntu  ,  linux scripting  ,  fedora  ,  written communication"
97,AI software Solutions Engineer ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI software Solutions Engineer Job DescriptionIntel's Internet of Things Group runs Intel's Edge / IOT business. Within that group ,  the Developer Tools   Applications team i","c    ,  artificial intelligence  ,  software engineering  ,  python  ,  c"
98,AI SW Solution Engineer ,    Intel Technologies,8 - 15 yrs,,Bengaluru / Bangalore,AI SW Solution Engineer Job DescriptionIntel DPG AI group focuses on developing disruptive solutions that will shape the future of AI and Deep Learning computing. Led by top t,"dsp  ,  c    ,  software design  ,  storage  ,  artificial intelligence  ,  git  ,  devops  ,  linux  ,  software engineering  ,  image processing  ,  python  ,  gdb  ,  c   programming  ,  unix"
99,AI SW Solution Engineer ,    Intel Technologies,8 - 15 yrs,,Bengaluru / Bangalore,AI SW Solution Engineer Job DescriptionIntel DPG AI group focuses on developing disruptive solutions that will shape the future of AI and Deep Learning computing. Led by top t,"dsp  ,  c    ,  software design  ,  storage  ,  artificial intelligence  ,  git  ,  devops  ,  linux  ,  software engineering  ,  image processing  ,  python  ,  gdb  ,  c   programming  ,  unix"
100,      Analyst / Engineer-AI / ML ,    APPLYCUP HIRING SOLUTIONS LLP,2 - 4 yrs,,"Delhi,  Delhi/NCR","Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 2 - 4 YearsSkills : Python ,  Java and R ,  Machine Learning EngineeJob Descriptio","algorithms  ,  python  ,  machine learning  ,  java  ,  data structures"
101,AI Frameworks Validation Engineer ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Frameworks Validation Engineer Job DescriptionConducts design and development to build and optimize AI software. Designs ,  develops ,  and optimizes for AI frameworks  ( e","algorithms  ,  machine learning  ,  artificial intelligence  ,  data communication  ,  software engineering"
102,AI SW Solution Engineer ,    Intel Technology India Pvt Ltd,8 - 15 yrs,,Bengaluru / Bangalore,Job Type: Experienced HireAI SW Solution Engineer Job DescriptionIntel DPG AI group focuses on developing disruptive solutions that will shape the future of AI and Deep Learni,"dsp  ,  c    ,  software design  ,  storage  ,  artificial intelligence  ,  git  ,  devops  ,  linux  ,  software engineering  ,  image processing  ,  python  ,  gdb  ,  c   programming  ,  unix"
103,AI SW Solution Engineer ,    Intel Technology India Pvt Ltd,8 - 15 yrs,,Bengaluru / Bangalore,"? Bachelors  /  Masters Degree in Computer Science ,  Electronics Engineering ,  Mathematics ,  or related field of study with 8-15 years of relevant experience.? Experience w","dsp  ,  c    ,  software design  ,  storage  ,  artificial intelligence  ,  git  ,  devops  ,  linux  ,  software engineering  ,  image processing  ,  python  ,  gdb  ,  c   programming  ,  unix"
104,AI Frameworks Validation Engineer ,    Intel Technologies,0 - 3 yrs,,Bengaluru / Bangalore,"AI Frameworks Validation Engineer Job DescriptionConducts design and development to build and optimize AI software. Designs ,  develops ,  and optimizes for AI frameworks  ( e","algorithms  ,  machine learning  ,  artificial intelligence  ,  data communication  ,  software engineering"
105,      Principal Engineer - AI Engine ,    Xilinx India Technology Services Pvt Ltd,15 - 18 yrs,,Hyderabad/Secunderabad,"Developing great technology takes more than talent: it takes amazing people who understand collaboration ,  respect ,  and who will go the extra mile to achieve unthinkable re","physical design  ,  soc  ,  rtl design  ,  system verilog  ,  verification  ,  systemc  ,  cpu  ,  uvm  ,  verilog"
106,      Automation Engineer - AI Flagship ,    Schneider Electric Pvt Ltd,2 - 5 yrs,,Bengaluru / Bangalore,Automation Engineer - AI Flagship - 0078AWRoles  &  ResponsibilitiesBuild and development of a given business operational process automation ensuring it adhere to required dev,"information technology  ,  .net technologies  ,  exception handling  ,  api  ,  business applications  ,  c#  ,  python  ,  problem solving  ,  project delivery  ,  software support  ,  c#.net"
